Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
SEMA6A	2.63E-27	0.74827643	0.261	0.058	4.37E-23	Oligo	SEMA6A
NCOA7	7.21E-27	1.035906953	0.435	0.156	1.20E-22	Oligo	NCOA7
KLHL322	1.36E-26	0.862819678	0.587	0.265	2.27E-22	Oligo	KLHL32
COLGALT2	1.18E-25	0.921650164	0.337	0.101	1.97E-21	Oligo	COLGALT2
CDK19	5.71E-25	0.897843362	0.462	0.176	9.50E-21	Oligo	CDK19
SLCO3A11	2.63E-24	0.968369228	0.484	0.203	4.38E-20	Oligo	SLCO3A1
SVEP1	3.31E-23	0.868057951	0.283	0.079	5.50E-19	Oligo	SVEP1
ARHGAP21	3.59E-23	0.893782537	0.63	0.339	5.97E-19	Oligo	ARHGAP21
SCD51	1.44E-22	0.896560797	0.543	0.262	2.40E-18	Oligo	SCD5
11-Mar	2.99E-22	0.757914283	0.728	0.445	4.97E-18	Oligo	1-Mar
DOCK11	9.64E-22	0.781562929	0.315	0.096	1.60E-17	Oligo	DOCK1
AGAP1	1.40E-21	0.67385171	0.788	0.562	2.32E-17	Oligo	AGAP1
PDE1C3	1.45E-21	0.743723551	0.495	0.208	2.42E-17	Oligo	PDE1C
OSBPL1A1	2.44E-20	0.793591753	0.603	0.332	4.06E-16	Oligo	OSBPL1A
NPC1	3.00E-20	0.673812391	0.326	0.107	4.99E-16	Oligo	NPC1
PSEN1	5.13E-20	0.814779128	0.37	0.139	8.53E-16	Oligo	PSEN1
MAP4K41	6.00E-20	0.761538496	0.582	0.303	9.98E-16	Oligo	MAP4K4
FAM13C	7.59E-20	0.750327047	0.413	0.165	1.26E-15	Oligo	FAM13C
COBL1	1.26E-19	0.825547358	0.527	0.261	2.09E-15	Oligo	COBL
SH3D191	3.67E-19	0.910196135	0.424	0.185	6.10E-15	Oligo	SH3D19
MAP71	5.69E-19	0.711529787	0.674	0.406	9.47E-15	Oligo	MAP7
ATG4C	6.68E-19	0.663066016	0.272	0.082	1.11E-14	Oligo	ATG4C
RBPJ	9.09E-19	0.790828323	0.391	0.159	1.51E-14	Oligo	RBPJ
EXOC6B	1.60E-18	0.665673355	0.755	0.492	2.66E-14	Oligo	EXOC6B
PTK2	4.70E-18	0.77919615	0.842	0.653	7.83E-14	Oligo	PTK2
PPP2R3A	6.73E-18	0.684205119	0.304	0.106	1.12E-13	Oligo	PPP2R3A
KCNMB41	9.48E-18	0.826039225	0.446	0.202	1.58E-13	Oligo	KCNMB4
PSD31	1.19E-17	0.836050353	0.614	0.382	1.99E-13	Oligo	PSD3
KIAA1324L	2.26E-17	0.743101152	0.266	0.086	3.76E-13	Oligo	KIAA1324L
KIF13A	2.47E-17	0.688423008	0.516	0.254	4.11E-13	Oligo	KIF13A
PPM1H1	3.07E-17	0.71186702	0.44	0.203	5.11E-13	Oligo	PPM1H
ZHX21	4.33E-17	0.571121333	0.359	0.134	7.20E-13	Oligo	ZHX2
RAD51B1	5.75E-17	0.700060094	0.342	0.129	9.56E-13	Oligo	RAD51B
NCAM2	2.42E-16	0.47902534	0.908	0.763	4.02E-12	Oligo	NCAM2
MAGI22	4.53E-16	0.376702731	0.984	0.914	7.54E-12	Oligo	MAGI2
LIPA	6.68E-16	0.741845944	0.359	0.15	1.11E-11	Oligo	LIPA
CDC14B	7.26E-16	0.736431832	0.353	0.144	1.21E-11	Oligo	CDC14B
DPYD3	7.84E-16	0.547297996	0.832	0.586	1.30E-11	Oligo	DPYD
ABCA2	3.85E-15	0.56878638	0.315	0.119	6.40E-11	Oligo	ABCA2
FBXL71	4.08E-15	0.474029865	0.522	0.241	6.79E-11	Oligo	FBXL7
PICALM	4.31E-15	0.720855355	0.451	0.223	7.17E-11	Oligo	PICALM
PTN1	4.69E-15	0.836344146	0.283	0.104	7.80E-11	Oligo	PTN
SGK31	9.82E-15	0.617319342	0.397	0.176	1.63E-10	Oligo	SGK3
ZNF365	1.40E-14	0.725768871	0.304	0.122	2.32E-10	Oligo	ZNF365
GPM6B1	1.40E-14	0.609074355	0.75	0.528	2.33E-10	Oligo	GPM6B
PPM1B	1.84E-14	0.773490454	0.386	0.179	3.07E-10	Oligo	PPM1B
FKBP51	2.47E-14	0.59360627	0.451	0.219	4.11E-10	Oligo	FKBP5
MVB12B	3.13E-14	0.698213972	0.375	0.172	5.21E-10	Oligo	MVB12B
PTBP21	4.19E-14	0.699809005	0.435	0.22	6.98E-10	Oligo	PTBP2
FNIP2	4.35E-14	0.675498383	0.413	0.201	7.23E-10	Oligo	FNIP2
NKAIN22	4.55E-14	0.469377537	0.929	0.777	7.57E-10	Oligo	NKAIN2
STARD131	5.33E-14	0.560674765	0.429	0.199	8.87E-10	Oligo	STARD13
PHYHIPL1	8.86E-14	0.59998638	0.418	0.198	1.47E-09	Oligo	PHYHIPL
SLC22A15	1.05E-13	0.775534343	0.315	0.134	1.75E-09	Oligo	SLC22A15
NFASC1	1.62E-13	0.674900486	0.5	0.277	2.69E-09	Oligo	NFASC
CLASP2	2.50E-13	0.524238927	0.788	0.621	4.15E-09	Oligo	CLASP2
SH3GL31	2.84E-13	0.80701847	0.56	0.344	4.73E-09	Oligo	SH3GL3
TESK2	3.02E-13	0.644010854	0.272	0.105	5.02E-09	Oligo	TESK2
FHIT2	3.43E-13	0.458743928	0.707	0.443	5.71E-09	Oligo	FHIT
DOCK9	4.23E-13	0.62576515	0.489	0.275	7.04E-09	Oligo	DOCK9
WSB1	4.94E-13	0.568836328	0.625	0.406	8.21E-09	Oligo	WSB1
DLC11	5.25E-13	0.564384478	0.489	0.255	8.74E-09	Oligo	DLC1
ZNF565	8.02E-13	0.679536851	0.402	0.198	1.33E-08	Oligo	ZNF565
ALCAM1	9.23E-13	0.546942025	0.462	0.23	1.54E-08	Oligo	ALCAM
C9orf3	1.38E-12	0.605809104	0.582	0.356	2.30E-08	Oligo	C9orf3
SAMD4B	1.41E-12	0.562981396	0.288	0.117	2.35E-08	Oligo	SAMD4B
SERINC5	3.97E-12	0.560340131	0.288	0.117	6.61E-08	Oligo	SERINC5
OTUD7A	1.25E-11	0.51495887	0.707	0.526	2.08E-07	Oligo	OTUD7A
RAP1A	1.95E-11	0.60856824	0.321	0.148	3.25E-07	Oligo	RAP1A
OTUD7B1	2.27E-11	0.563398732	0.283	0.118	3.78E-07	Oligo	OTUD7B
TJP1	2.39E-11	0.528036227	0.625	0.421	3.97E-07	Oligo	TJP1
PEX5L2	3.05E-11	0.598088689	0.603	0.412	5.07E-07	Oligo	PEX5L
GAB22	3.20E-11	0.574171824	0.364	0.181	5.32E-07	Oligo	GAB2
PTPRK2	3.53E-11	0.513903487	0.625	0.397	5.87E-07	Oligo	PTPRK
PTPRJ1	3.59E-11	0.579231747	0.435	0.239	5.96E-07	Oligo	PTPRJ
MXI11	4.82E-11	0.544792937	0.332	0.156	8.02E-07	Oligo	MXI1
NFIA1	5.07E-11	0.445015492	0.5	0.269	8.43E-07	Oligo	NFIA
CDH201	5.98E-11	0.336782071	0.598	0.338	9.95E-07	Oligo	CDH20
SGMS1	7.41E-11	0.671506748	0.402	0.215	1.23E-06	Oligo	SGMS1
SPATA6	8.28E-11	0.611042334	0.261	0.108	1.38E-06	Oligo	SPATA6
CCNH1	9.09E-11	0.485052491	0.495	0.284	1.51E-06	Oligo	CCNH
HS3ST5	9.58E-11	0.5286872	0.261	0.107	1.59E-06	Oligo	HS3ST5
TECPR2	1.46E-10	0.596278704	0.386	0.207	2.44E-06	Oligo	TECPR2
MBNL22	1.48E-10	0.487759109	0.533	0.312	2.45E-06	Oligo	MBNL2
ANKRD441	1.52E-10	0.644864238	0.348	0.173	2.53E-06	Oligo	ANKRD44
CALD11	2.12E-10	0.604477207	0.321	0.153	3.53E-06	Oligo	CALD1
EPN2	3.10E-10	0.521563533	0.364	0.185	5.16E-06	Oligo	EPN2
SLC9A92	6.91E-10	0.505863637	0.342	0.167	1.15E-05	Oligo	SLC9A9
ELF2	8.24E-10	0.57186812	0.321	0.159	1.37E-05	Oligo	ELF2
MLLT41	1.35E-09	0.497894798	0.364	0.189	2.24E-05	Oligo	MLLT4
RNF130	1.68E-09	0.516919098	0.543	0.357	2.79E-05	Oligo	RNF130
ZKSCAN1	1.85E-09	0.534896105	0.332	0.171	3.08E-05	Oligo	ZKSCAN1
DOCK41	1.90E-09	0.388993698	0.685	0.484	3.16E-05	Oligo	DOCK4
DSCAML13	2.19E-09	0.465646659	0.505	0.304	3.65E-05	Oligo	DSCAML1
ANKRD28	2.39E-09	0.595942356	0.391	0.22	3.97E-05	Oligo	ANKRD28
BBX	3.34E-09	0.607043053	0.255	0.115	5.55E-05	Oligo	BBX
FIGN1	3.41E-09	0.532378748	0.255	0.114	5.67E-05	Oligo	FIGN
TMEFF22	3.90E-09	0.634498998	0.543	0.374	6.48E-05	Oligo	TMEFF2
DIP2C	5.00E-09	0.467249025	0.609	0.43	8.32E-05	Oligo	DIP2C
SLC12A2	5.69E-09	0.550043261	0.255	0.118	9.47E-05	Oligo	SLC12A2
BIN1	7.03E-09	0.475388465	0.342	0.175	0.000116896	Oligo	BIN1
GNAO1	8.66E-09	0.498582311	0.457	0.277	0.000144038	Oligo	GNAO1
NAALADL21	1.19E-08	0.601043222	0.457	0.285	0.000198527	Oligo	NAALADL2
GRID1	1.25E-08	0.447560761	0.598	0.425	0.000208096	Oligo	GRID1
PSME4	1.59E-08	0.435848277	0.261	0.121	0.00026502	Oligo	PSME4
RNF13	1.78E-08	0.538281761	0.293	0.148	0.000296669	Oligo	RNF13
KDM6A	1.79E-08	0.522845179	0.304	0.157	0.000298587	Oligo	KDM6A
FCHSD22	1.85E-08	0.590509225	0.462	0.306	0.000307497	Oligo	FCHSD2
ADD11	3.83E-08	0.535697632	0.364	0.208	0.000637976	Oligo	ADD1
SMURF1	3.96E-08	0.49749389	0.31	0.163	0.000658202	Oligo	SMURF1
BAZ2B1	5.79E-08	0.449052943	0.457	0.286	0.000963083	Oligo	BAZ2B
P2RX71	6.06E-08	0.447326086	0.288	0.145	0.001008358	Oligo	P2RX7
LCOR	6.45E-08	0.463904114	0.337	0.184	0.00107278	Oligo	LCOR
CADM2	7.27E-08	0.301765911	0.984	0.953	0.001209898	Oligo	CADM2
ZBTB162	8.63E-08	0.465762835	0.522	0.366	0.001435892	Oligo	ZBTB16
PLXDC2	8.66E-08	0.615645761	0.467	0.312	0.001440495	Oligo	PLXDC2
PPP1R21	9.09E-08	0.457029674	0.315	0.171	0.001512179	Oligo	PPP1R21
ZDHHC20	9.60E-08	0.627719805	0.321	0.181	0.001596333	Oligo	ZDHHC20
MGAT5	1.11E-07	0.433837754	0.375	0.214	0.00185174	Oligo	MGAT5
ARID4B	1.14E-07	0.35078861	0.516	0.34	0.001892373	Oligo	ARID4B
IGSF111	1.42E-07	0.460932694	0.364	0.203	0.002359921	Oligo	IGSF11
AKAP61	1.87E-07	0.407240648	0.712	0.576	0.003112797	Oligo	AKAP6
NLGN11	1.93E-07	0.357928132	0.842	0.746	0.00321005	Oligo	NLGN1
CNTNAP42	1.95E-07	0.580106865	0.353	0.203	0.003244429	Oligo	CNTNAP4
HSP90AA1	2.72E-07	0.420638889	0.326	0.183	0.004518567	Oligo	HSP90AA1
GAS7	2.72E-07	0.485495072	0.397	0.249	0.004523465	Oligo	GAS7
EVA1C1	2.73E-07	0.454449681	0.31	0.166	0.004549638	Oligo	EVA1C
PPP1R16B1	2.77E-07	0.428646442	0.386	0.227	0.004611738	Oligo	PPP1R16B
BCAS3	2.98E-07	0.363953392	0.62	0.474	0.004956866	Oligo	BCAS3
TRAPPC10	3.11E-07	0.392267165	0.255	0.127	0.005169071	Oligo	TRAPPC10
FMNL21	3.21E-07	0.411177731	0.674	0.533	0.005338755	Oligo	FMNL2
NFE2L21	3.95E-07	0.378582462	0.304	0.161	0.00656495	Oligo	NFE2L2
ZNF638	4.18E-07	0.453648671	0.522	0.381	0.006960015	Oligo	ZNF638
ITGB81	4.56E-07	0.39550884	0.283	0.146	0.00758165	Oligo	ITGB8
CCDC88A	6.03E-07	0.353900757	0.658	0.497	0.01003511	Oligo	CCDC88A
ZNF644	6.43E-07	0.447754404	0.283	0.153	0.010700143	Oligo	ZNF644
ZSWIM61	6.93E-07	0.36576013	0.592	0.438	0.011531927	Oligo	ZSWIM6
MAP4K5	7.30E-07	0.452848942	0.418	0.263	0.012150766	Oligo	MAP4K5
DDX171	9.09E-07	0.343525384	0.533	0.366	0.015117158	Oligo	DDX17
FBN1	1.54E-06	0.451174662	0.272	0.145	0.025588551	Oligo	FBN1
KAT2B1	1.54E-06	0.416114928	0.255	0.13	0.025605782	Oligo	KAT2B
GNG71	1.77E-06	0.449493102	0.315	0.185	0.029460419	Oligo	GNG7
MTMR7	2.93E-06	0.4821168	0.283	0.162	0.048691058	Oligo	MTMR7
SSH2	3.14E-06	0.391320354	0.587	0.452	0.052189925	Oligo	SSH2
SORT11	3.22E-06	0.472332271	0.326	0.198	0.053598716	Oligo	SORT1
NSMCE21	3.28E-06	0.385816679	0.424	0.286	0.054567727	Oligo	NSMCE2
EPS151	4.93E-06	0.378310885	0.283	0.157	0.082073198	Oligo	EPS15
SDCCAG8	6.20E-06	0.3787881	0.429	0.29	0.103150318	Oligo	SDCCAG8
ANKIB1	6.49E-06	0.465307948	0.429	0.299	0.108047347	Oligo	ANKIB1
PLPP11	6.57E-06	0.415131076	0.337	0.21	0.109279882	Oligo	PLPP1
WDFY2	7.05E-06	0.321033182	0.261	0.14	0.117281645	Oligo	WDFY2
KMT2C1	7.35E-06	0.348946541	0.5	0.35	0.122255929	Oligo	KMT2C
BAIAP2L21	1.09E-05	0.258195304	0.435	0.279	0.181103968	Oligo	BAIAP2L2
FNBP11	1.28E-05	0.375852402	0.44	0.299	0.212485653	Oligo	FNBP1
AGTPBP11	1.41E-05	0.47257014	0.348	0.227	0.234853954	Oligo	AGTPBP1
LRCH3	1.46E-05	0.42941666	0.315	0.194	0.243001232	Oligo	LRCH3
NAV11	1.51E-05	0.26497246	0.484	0.332	0.250742159	Oligo	NAV1
AMBRA1	1.54E-05	0.417473579	0.304	0.186	0.255685166	Oligo	AMBRA1
MEGF9	1.55E-05	0.476378262	0.277	0.165	0.257306559	Oligo	MEGF9
RTN4	1.59E-05	0.333966613	0.5	0.354	0.26504467	Oligo	RTN4
CHKA1	1.75E-05	0.402452899	0.342	0.216	0.291416171	Oligo	CHKA
CDC42BPA	1.78E-05	0.311776118	0.647	0.52	0.295957604	Oligo	CDC42BPA
BACH22	1.87E-05	0.34864299	0.31	0.184	0.311797177	Oligo	BACH2
OSBPL9	1.95E-05	0.391079444	0.255	0.145	0.323698077	Oligo	OSBPL9
SRCIN11	2.06E-05	0.400729595	0.272	0.159	0.343288593	Oligo	SRCIN1
RAB30	2.16E-05	0.335227444	0.261	0.146	0.359722354	Oligo	RAB30
ELL2	2.27E-05	0.512128452	0.337	0.217	0.377585855	Oligo	ELL2
KCTD82	2.27E-05	0.663462686	0.424	0.303	0.377614333	Oligo	KCTD8
NEO12	2.51E-05	0.382017412	0.364	0.239	0.417193487	Oligo	NEO1
ADD31	2.51E-05	0.32324414	0.359	0.231	0.417714987	Oligo	ADD3
RDX	2.55E-05	0.32726601	0.255	0.144	0.423900104	Oligo	RDX
GRM32	3.08E-05	0.376914986	0.337	0.22	0.512383342	Oligo	GRM3
ACYP21	3.11E-05	0.357024989	0.451	0.319	0.517370899	Oligo	ACYP2
NCAM11	3.78E-05	0.274491121	0.75	0.644	0.628633217	Oligo	NCAM1
MAML21	3.85E-05	0.275975714	0.321	0.19	0.641180956	Oligo	MAML2
RERE	4.57E-05	0.275011382	0.636	0.506	0.760831173	Oligo	RERE
SLC22A23	5.63E-05	0.377470795	0.315	0.202	0.93585144	Oligo	SLC22A23
MEIS21	6.53E-05	0.281290052	0.304	0.181	1	Oligo	MEIS2
PHACTR4	6.96E-05	0.38012876	0.293	0.189	1	Oligo	PHACTR4
HNRNPDL	7.30E-05	0.355981685	0.283	0.174	1	Oligo	HNRNPDL
BBS21	7.48E-05	0.32744345	0.277	0.166	1	Oligo	BBS2
HNRNPA2B1	7.94E-05	0.374559052	0.266	0.159	1	Oligo	HNRNPA2B1
MEF2A	8.76E-05	0.378481048	0.446	0.32	1	Oligo	MEF2A
MON2	9.20E-05	0.349579055	0.413	0.292	1	Oligo	MON2
NOVA11	0.000101169	0.364531562	0.375	0.256	1	Oligo	NOVA1
PKP4	0.000109054	0.495636578	0.457	0.347	1	Oligo	PKP4
SEC14L53	0.000114174	0.380602249	0.261	0.159	1	Oligo	SEC14L5
ZZZ3	0.00011966	0.32763791	0.277	0.17	1	Oligo	ZZZ3
VMP1	0.000122924	0.342032007	0.261	0.155	1	Oligo	VMP1
TULP41	0.000143773	0.399126207	0.402	0.303	1	Oligo	TULP4
ATM	0.000145321	0.31439701	0.266	0.163	1	Oligo	ATM
PAPD41	0.000152264	0.312546479	0.315	0.203	1	Oligo	PAPD4
CCNY	0.000157572	0.324490114	0.359	0.244	1	Oligo	CCNY
LRRFIP2	0.000180062	0.3635033	0.364	0.253	1	Oligo	LRRFIP2
MAP41	0.000196533	0.41246595	0.315	0.21	1	Oligo	MAP4
ATP8A1	0.000223528	0.34172825	0.473	0.366	1	Oligo	ATP8A1
KDM4C	0.000270894	0.327250805	0.418	0.307	1	Oligo	KDM4C
PHACTR31	0.000282495	0.30994193	0.424	0.307	1	Oligo	PHACTR3
MYO61	0.000305636	0.30594107	0.397	0.287	1	Oligo	MYO6
C14orf1591	0.00033101	0.267680021	0.272	0.168	1	Oligo	C14orf159
SNX291	0.000333962	0.354048316	0.321	0.216	1	Oligo	SNX29
TBL1XR1	0.000341268	0.331314867	0.364	0.257	1	Oligo	TBL1XR1
PUM2	0.000380342	0.29256169	0.31	0.205	1	Oligo	PUM2
ZC3H13	0.000387496	0.425068569	0.261	0.173	1	Oligo	ZC3H13
SUMF1	0.00040806	0.328688962	0.413	0.305	1	Oligo	SUMF1
RAB2A	0.000435338	0.266158797	0.277	0.179	1	Oligo	RAB2A
PLEKHA1	0.000491236	0.377735587	0.272	0.18	1	Oligo	PLEKHA1
SCLT1	0.00053104	0.278689543	0.299	0.198	1	Oligo	SCLT1
NLK2	0.000601765	0.285672087	0.495	0.371	1	Oligo	NLK
DENND4A1	0.000617699	0.27814123	0.435	0.332	1	Oligo	DENND4A
RICTOR	0.00084627	0.367696784	0.288	0.197	1	Oligo	RICTOR
TRPC4AP	0.000876626	0.353317878	0.283	0.189	1	Oligo	TRPC4AP
BBS9	0.000929489	0.331803983	0.261	0.172	1	Oligo	BBS9
C16orf62	0.00096753	0.264552598	0.266	0.173	1	Oligo	C16orf62
PPP1R9A1	0.001046991	0.275232522	0.429	0.328	1	Oligo	PPP1R9A
GPBP1	0.001074811	0.331375396	0.255	0.172	1	Oligo	GPBP1
BPTF1	0.001169024	0.272854613	0.446	0.348	1	Oligo	BPTF
KLHL24	0.001231637	0.2647069	0.261	0.173	1	Oligo	KLHL24
WNK1	0.001382996	0.344894342	0.364	0.269	1	Oligo	WNK1
RPS6KA51	0.001656635	0.321779056	0.299	0.21	1	Oligo	RPS6KA5
TACC1	0.001785792	0.317752978	0.332	0.244	1	Oligo	TACC1
SPECC12	0.001830743	0.272523199	0.457	0.365	1	Oligo	SPECC1
PEAK1	0.001870385	0.266204752	0.31	0.216	1	Oligo	PEAK1
SNX9	0.002410977	0.272643707	0.255	0.171	1	Oligo	SNX9
SREBF2	0.002618395	0.255829999	0.326	0.233	1	Oligo	SREBF2
HIBCH1	0.003411528	0.302307882	0.293	0.21	1	Oligo	HIBCH
SESTD11	0.003777213	0.273622548	0.266	0.187	1	Oligo	SESTD1
STK39	0.004234118	0.268577778	0.283	0.202	1	Oligo	STK39
PKD21	0.004964212	0.25285205	0.31	0.226	1	Oligo	PKD2
SECISBP2L1	0.006079269	0.33028229	0.288	0.213	1	Oligo	SECISBP2L
KIAA09301	0.008009913	0.260541045	0.484	0.411	1	Oligo	KIAA0930
FAM13B	0.008912869	0.275274194	0.348	0.273	1	Oligo	FAM13B
HS3ST42	4.67E-102	1.868081547	0.965	0.31	7.77E-98	Exc_5	HS3ST4
ADAMTSL1	2.39E-101	1.671026469	0.556	0.069	3.98E-97	Exc_5	ADAMTSL1
SEMA3E	2.28E-98	1.169863869	0.299	0.017	3.80E-94	Exc_5	SEMA3E
KIAA12172	1.61E-80	1.602322672	0.965	0.389	2.68E-76	Exc_5	KIAA1217
ROBO22	3.11E-44	1.00296548	0.979	0.811	5.17E-40	Exc_5	ROBO2
ASIC23	4.19E-44	1.010517024	0.965	0.675	6.97E-40	Exc_5	ASIC2
TLE4	2.54E-40	1.094624987	0.458	0.108	4.22E-36	Exc_5	TLE4
CLSTN22	1.64E-36	0.975931737	0.799	0.345	2.73E-32	Exc_5	CLSTN2
DLC12	2.03E-36	1.117745238	0.66	0.251	3.38E-32	Exc_5	DLC1
LRP1B2	4.79E-34	0.696814163	1	0.938	7.96E-30	Exc_5	LRP1B
ZFHX31	7.83E-32	0.99081802	0.569	0.187	1.30E-27	Exc_5	ZFHX3
DPP103	2.90E-29	0.607919113	0.965	0.888	4.82E-25	Exc_5	DPP10
PTPRD3	1.56E-28	0.593123647	0.993	0.932	2.59E-24	Exc_5	PTPRD
RAP1GAP3	1.03E-23	0.884176207	0.646	0.287	1.72E-19	Exc_5	RAP1GAP
RALYL3	1.37E-22	0.656225485	0.924	0.741	2.27E-18	Exc_5	RALYL
NOS1AP2	1.01E-21	0.83901236	0.507	0.197	1.68E-17	Exc_5	NOS1AP
MDGA23	1.51E-21	0.675599698	0.875	0.666	2.51E-17	Exc_5	MDGA2
ADCY13	2.61E-21	0.827821405	0.542	0.223	4.35E-17	Exc_5	ADCY1
RYR31	6.57E-21	0.537271305	0.736	0.354	1.09E-16	Exc_5	RYR3
MCTP13	6.08E-20	0.864535429	0.688	0.41	1.01E-15	Exc_5	MCTP1
PRKAG23	2.91E-18	0.674736362	0.604	0.283	4.85E-14	Exc_5	PRKAG2
POU6F22	1.21E-17	0.783266495	0.514	0.224	2.01E-13	Exc_5	POU6F2
SLC8A12	1.56E-17	0.620023041	0.792	0.527	2.60E-13	Exc_5	SLC8A1
FOXP22	1.65E-17	0.737488918	0.417	0.153	2.74E-13	Exc_5	FOXP2
SEMA3A1	4.67E-17	0.743675127	0.299	0.09	7.77E-13	Exc_5	SEMA3A
PDZRN41	1.09E-16	0.815684962	0.5	0.216	1.82E-12	Exc_5	PDZRN4
SDK2	1.74E-16	0.738740121	0.285	0.086	2.90E-12	Exc_5	SDK2
GAS71	2.07E-16	0.722775306	0.521	0.246	3.44E-12	Exc_5	GAS7
DGKG1	4.21E-16	0.614401396	0.694	0.366	7.00E-12	Exc_5	DGKG
SLIT33	1.01E-15	0.695684581	0.549	0.261	1.68E-11	Exc_5	SLIT3
NGEF1	4.52E-15	0.594123496	0.403	0.155	7.52E-11	Exc_5	NGEF
DSCAML14	5.58E-15	0.671840161	0.576	0.304	9.29E-11	Exc_5	DSCAML1
GRIA34	5.91E-15	0.572972289	0.729	0.461	9.84E-11	Exc_5	GRIA3
FRMPD43	2.23E-14	0.510136193	0.84	0.633	3.72E-10	Exc_5	FRMPD4
STXBP5L3	2.29E-14	0.457724277	0.924	0.776	3.80E-10	Exc_5	STXBP5L
DIP2A	2.38E-14	0.714107034	0.333	0.121	3.95E-10	Exc_5	DIP2A
ANKS1B2	2.44E-14	0.356298167	0.965	0.884	4.07E-10	Exc_5	ANKS1B
AFF31	2.92E-14	0.585987801	0.75	0.506	4.85E-10	Exc_5	AFF3
RAP1GAP22	5.83E-14	0.67620202	0.618	0.353	9.70E-10	Exc_5	RAP1GAP2
PLXDC21	7.64E-14	0.609448361	0.583	0.31	1.27E-09	Exc_5	PLXDC2
PCSK52	9.93E-14	0.674422568	0.333	0.122	1.65E-09	Exc_5	PCSK5
ARPP213	1.30E-13	0.593093349	0.701	0.431	2.17E-09	Exc_5	ARPP21
CELF22	4.56E-13	0.405670787	0.951	0.862	7.58E-09	Exc_5	CELF2
SGCZ3	5.11E-13	0.292513664	0.688	0.398	8.51E-09	Exc_5	SGCZ
RYR24	7.78E-13	0.412733394	0.951	0.766	1.29E-08	Exc_5	RYR2
KALRN3	9.53E-13	0.438325054	0.903	0.782	1.58E-08	Exc_5	KALRN
CSMD12	1.21E-12	0.354793453	0.993	0.934	2.01E-08	Exc_5	CSMD1
SEC24D	1.36E-12	0.723488777	0.292	0.106	2.27E-08	Exc_5	SEC24D
FAM155A	2.04E-12	0.310762076	0.972	0.94	3.39E-08	Exc_5	FAM155A
AGBL42	2.93E-12	0.41365743	0.889	0.769	4.88E-08	Exc_5	AGBL4
CSMD21	3.38E-12	0.686452472	0.576	0.334	5.62E-08	Exc_5	CSMD2
CES4A3	4.26E-12	0.643169372	0.438	0.21	7.09E-08	Exc_5	CES4A
CACNA2D31	4.81E-12	0.535165296	0.757	0.584	8.00E-08	Exc_5	CACNA2D3
SORBS21	5.79E-12	0.492538885	0.736	0.473	9.63E-08	Exc_5	SORBS2
KSR21	7.67E-12	0.630487484	0.653	0.438	1.28E-07	Exc_5	KSR2
ZFPM21	7.80E-12	0.618986083	0.562	0.328	1.30E-07	Exc_5	ZFPM2
SLIT13	8.83E-12	0.543700022	0.493	0.24	1.47E-07	Exc_5	SLIT1
GRIK4	1.44E-11	0.629105597	0.431	0.199	2.39E-07	Exc_5	GRIK4
CADPS3	1.62E-11	0.456674563	0.785	0.617	2.69E-07	Exc_5	CADPS
CELF42	3.68E-11	0.475629253	0.757	0.496	6.12E-07	Exc_5	CELF4
RBFOX33	4.67E-11	0.456716513	0.736	0.479	7.77E-07	Exc_5	RBFOX3
SORCS32	4.89E-11	0.637464758	0.458	0.237	8.14E-07	Exc_5	SORCS3
SLC35F12	1.09E-10	0.52824145	0.625	0.392	1.82E-06	Exc_5	SLC35F1
SLC17A71	1.11E-10	0.68183057	0.361	0.165	1.84E-06	Exc_5	SLC17A7
CALN14	1.14E-10	0.60010963	0.618	0.393	1.89E-06	Exc_5	CALN1
IGSF21	2.21E-10	0.492134119	0.285	0.111	3.68E-06	Exc_5	IGSF21
GRIK33	2.23E-10	0.504134711	0.34	0.145	3.71E-06	Exc_5	GRIK3
SYNPO2	2.35E-10	0.607517977	0.257	0.098	3.91E-06	Exc_5	SYNPO2
TMEFF23	2.53E-10	0.580965818	0.583	0.374	4.21E-06	Exc_5	TMEFF2
DSCAM3	2.91E-10	0.353869086	0.806	0.661	4.85E-06	Exc_5	DSCAM
COL24A11	3.77E-10	0.684990375	0.326	0.148	6.27E-06	Exc_5	COL24A1
ARHGAP44	4.52E-10	0.562268019	0.528	0.308	7.51E-06	Exc_5	ARHGAP44
PTPRN23	5.86E-10	0.427181875	0.806	0.607	9.75E-06	Exc_5	PTPRN2
SH3BP5	6.86E-10	0.571542942	0.271	0.107	1.14E-05	Exc_5	SH3BP5
PRKCE1	9.60E-10	0.478839033	0.674	0.489	1.60E-05	Exc_5	PRKCE
CCBE11	1.13E-09	0.568303687	0.285	0.116	1.88E-05	Exc_5	CCBE1
NIN2	1.24E-09	0.474766351	0.632	0.39	2.07E-05	Exc_5	NIN
TENM12	1.64E-09	0.485510621	0.347	0.158	2.73E-05	Exc_5	TENM1
AK52	2.70E-09	0.513028745	0.632	0.414	4.49E-05	Exc_5	AK5
XKR42	3.65E-09	0.409829623	0.736	0.524	6.07E-05	Exc_5	XKR4
GOLGA8B1	3.85E-09	0.490684027	0.618	0.386	6.41E-05	Exc_5	GOLGA8B
SLC8A2	5.49E-09	0.615622363	0.264	0.112	9.13E-05	Exc_5	SLC8A2
DMD2	6.67E-09	0.408048882	0.861	0.743	0.000111018	Exc_5	DMD
